TransactionAmount,BankName,BIN,Location,DeviceID,Timestamp,IsFraud
111.25,Wells Fargo,440000,Derrickchester,device_16,2025-01-14 03:10:32,0
31.56,Citibank,410000,Caseside,device_58,2025-05-09 11:14:58,0
8.47,Chase,400000,Robertchester,device_38,2025-01-13 23:05:15,0
490.38,Citibank,400000,Cowanbury,device_88,2025-04-03 18:10:58,0
16.98,Bank of America,410000,Darrentown,device_62,2025-01-04 02:06:16,0
445.86,Bank of America,430000,Thomasfort,device_100,2025-04-13 21:43:10,0
378.45,Chase,430000,East Michaelton,device_6,2025-01-20 00:13:16,0
157.9,Chase,420000,Amytown,device_88,2025-04-14 14:06:09,0
107.71,Citibank,410000,Aprilstad,device_92,2025-05-03 22:04:16,0
86.23,Bank of America,400000,New Jessicafurt,device_22,2025-02-08 14:43:03,0
201.07,Capital One,440000,West Scottview,device_4,2025-03-21 22:10:02,0
34.17,Wells Fargo,430000,Amandastad,device_3,2025-02-20 04:38:43,0
63.05,Wells Fargo,440000,North Tiffany,device_14,2025-02-15 22:34:09,0
96.6,Bank of America,420000,Danielshire,device_56,2025-02-13 23:04:00,0
52.97,Citibank,400000,Robertborough,device_9,2025-02-03 22:37:43,0
55.77,Wells Fargo,430000,Jameschester,device_52,2025-05-15 12:56:41,0
40.09,Chase,410000,South Jasonport,device_1,2025-02-04 03:25:20,1
83.06,Chase,430000,New Noah,device_85,2025-01-20 00:19:11,0
190.1,Wells Fargo,440000,Garciabury,device_34,2025-01-17 09:57:47,0
22.51,Chase,440000,East Julieberg,device_53,2025-04-23 18:09:59,0
272.47,Bank of America,410000,Colemanbury,device_26,2025-03-29 12:00:41,0
116.82,Chase,430000,North Melissaberg,device_2,2025-04-10 19:28:31,0
173.32,Capital One,400000,New Courtney,device_15,2025-04-01 17:15:32,0
81.24,Wells Fargo,440000,Mathisland,device_68,2025-05-10 00:07:34,1
151.19,Chase,420000,Port Brandon,device_32,2025-01-20 21:12:18,0
1.63,Chase,410000,East Matthew,device_85,2025-01-21 15:15:22,0
170.58,Citibank,410000,East Lisa,device_13,2025-02-08 06:09:44,0
4.1,Capital One,440000,Amandafurt,device_10,2025-03-26 15:06:51,0
220.65,Chase,440000,Martinezton,device_19,2025-01-23 22:14:52,0
482.37,Bank of America,430000,Simpsonport,device_66,2025-03-21 01:47:22,0
34.82,Bank of America,440000,Brianfurt,device_22,2025-03-07 05:45:03,0
23.61,Citibank,420000,Wheelermouth,device_29,2025-01-17 06:00:33,0
144.97,Citibank,400000,West Elijah,device_97,2025-01-26 11:58:48,0
29.17,Wells Fargo,430000,Dudleyview,device_4,2025-03-11 00:17:19,0
200.67,Wells Fargo,430000,Port Penny,device_58,2025-05-05 16:10:47,0
10.85,Chase,410000,Mcdonaldside,device_62,2025-02-20 06:17:26,0
13.46,Capital One,430000,West Louis,device_83,2025-03-15 15:37:20,0
387.05,Chase,410000,North Charles,device_77,2025-01-26 21:06:13,0
112.04,Citibank,400000,West Danaview,device_56,2025-02-12 08:39:04,0
187.66,Citibank,400000,Port Theresaton,device_72,2025-04-22 17:12:44,0
39.2,Chase,400000,Markfurt,device_48,2025-02-02 20:27:05,0
112.85,Wells Fargo,430000,Port Jayside,device_84,2025-04-28 17:35:11,0
90.2,Wells Fargo,420000,Lynnburgh,device_69,2025-05-14 16:41:34,0
92.42,Wells Fargo,430000,Johnsonchester,device_66,2025-01-15 11:14:42,0
114.74,Capital One,440000,New April,device_88,2025-02-24 03:03:34,0
85.65,Capital One,410000,Port Josestad,device_61,2025-05-16 02:47:34,0
56.05,Citibank,420000,Christinabury,device_69,2025-01-14 17:21:46,0
32.29,Bank of America,420000,Farmerstad,device_81,2025-02-13 10:39:53,0
146.35,Wells Fargo,420000,Wendyfurt,device_77,2025-02-21 03:26:50,0
25.65,Wells Fargo,420000,Jimenezmouth,device_31,2025-03-26 17:31:53,0
117.88,Wells Fargo,420000,Mccoyside,device_25,2025-03-04 10:27:37,0
26.57,Capital One,430000,Cheryltown,device_36,2025-03-07 22:55:24,0
98.17,Citibank,410000,New Jessica,device_99,2025-02-04 22:18:09,0
137.47,Chase,420000,Lake Anthonyside,device_25,2025-02-23 08:05:26,0
24.68,Wells Fargo,440000,Monicastad,device_71,2025-01-23 19:29:51,0
6.18,Citibank,440000,East Calebstad,device_67,2025-03-14 14:47:02,0
14.04,Wells Fargo,410000,West John,device_27,2025-03-27 14:42:26,0
93.14,Wells Fargo,410000,South Melissaborough,device_83,2025-04-13 21:30:35,0
189.34,Wells Fargo,410000,West Rebecca,device_51,2025-01-26 14:37:42,0
4.6,Wells Fargo,440000,North Christopher,device_59,2025-01-09 08:36:14,0
132.48,Chase,420000,South Thomasstad,device_78,2025-04-04 15:37:10,0
41.75,Bank of America,430000,Ericchester,device_71,2025-03-01 12:47:52,0
65.11,Bank of America,400000,Joefort,device_25,2025-02-24 07:48:41,0
264.31,Wells Fargo,430000,North Jordanshire,device_59,2025-01-08 17:53:00,0
40.34,Capital One,440000,North Jonathan,device_36,2025-05-13 07:34:58,0
62.61,Citibank,410000,East Tina,device_35,2025-04-02 21:04:20,0
1.38,Citibank,430000,East Matthewview,device_77,2025-01-21 12:10:25,0
8.51,Citibank,430000,Lake Joshua,device_41,2025-01-15 06:18:16,0
29.92,Chase,400000,Port Hayley,device_47,2025-02-20 07:04:13,0
2.82,Bank of America,400000,Gabriellehaven,device_9,2025-02-22 06:25:07,0
99.8,Capital One,440000,East Dana,device_35,2025-05-13 00:11:56,0
55.58,Bank of America,430000,Richardsonside,device_27,2025-03-04 13:22:53,1
79.44,Bank of America,400000,Porterbury,device_15,2025-04-16 13:59:28,0
19.19,Capital One,420000,North John,device_37,2025-04-15 00:15:16,0
35.09,Chase,410000,South Amy,device_80,2025-04-08 06:50:08,0
109.01,Wells Fargo,440000,Lake Terribury,device_46,2025-02-24 17:46:44,0
336.11,Chase,400000,Wrighthaven,device_71,2025-04-06 03:24:20,0
5.17,Chase,410000,North Frederick,device_50,2025-01-08 21:26:57,0
221.08,Capital One,400000,Lake Bernard,device_21,2025-05-16 10:30:15,0
86.01,Capital One,420000,East Jessica,device_63,2025-03-20 20:35:27,0
82.99,Chase,430000,Smithborough,device_29,2025-04-22 16:43:25,0
69.37,Capital One,410000,Garyside,device_23,2025-05-22 11:26:39,0
7.19,Wells Fargo,400000,East Jeffreyshire,device_1,2025-04-07 19:14:36,0
9.42,Wells Fargo,430000,Lambertmouth,device_75,2025-02-25 05:30:51,0
91.86,Citibank,430000,South Eric,device_28,2025-04-27 01:15:28,0
41.7,Bank of America,430000,Tracyshire,device_92,2025-03-26 12:37:32,0
249.21,Chase,430000,Youngside,device_79,2025-02-28 02:06:50,0
52.19,Bank of America,440000,North Matthew,device_98,2025-04-08 08:17:36,0
15.46,Citibank,430000,East Jeffrey,device_68,2025-03-18 03:05:14,0
125.43,Bank of America,430000,North Heather,device_65,2025-04-12 05:50:06,0
34.72,Citibank,440000,Port Danielle,device_27,2025-04-19 09:31:53,0
74.54,Bank of America,440000,Johnathantown,device_90,2025-04-13 08:10:19,0
119.68,Chase,430000,Lake Christine,device_27,2025-02-05 20:57:03,0
230.52,Wells Fargo,430000,Jeffland,device_36,2025-05-04 22:34:20,0
157.11,Wells Fargo,410000,Lisafurt,device_49,2025-02-23 13:02:56,0
112.81,Citibank,400000,South Angelafort,device_88,2025-04-23 02:32:00,0
113.83,Chase,400000,Floresburgh,device_58,2025-05-01 02:15:04,0
291.74,Bank of America,430000,New Jessicaville,device_74,2025-03-03 15:09:23,0
35.07,Citibank,400000,Port Lisa,device_63,2025-01-23 14:59:07,0
0.11,Citibank,430000,East Dominicmouth,device_12,2025-01-12 05:17:31,0
31.74,Wells Fargo,410000,East Andreachester,device_35,2025-02-27 05:29:02,0
24.58,Wells Fargo,430000,Leeland,device_21,2025-03-01 10:36:40,0
108.42,Capital One,440000,North Davidstad,device_77,2025-01-16 11:25:54,0
100.43,Chase,400000,Kristenside,device_49,2025-05-17 15:57:39,0
90.01,Chase,400000,New Amanda,device_91,2025-02-19 09:30:07,0
1.64,Bank of America,440000,Pricetown,device_90,2025-02-07 23:01:51,0
130.48,Wells Fargo,400000,Priceview,device_68,2025-04-06 08:40:20,0
39.09,Citibank,410000,Port Amanda,device_38,2025-01-11 15:38:43,0
109.38,Citibank,420000,Lake Lisaside,device_24,2025-03-13 07:11:31,0
81.32,Wells Fargo,410000,Jimenezmouth,device_67,2025-03-18 23:18:03,0
41.97,Bank of America,440000,North Ashleyhaven,device_7,2025-02-06 10:07:44,0
14.45,Chase,420000,Wesleyfurt,device_71,2025-01-03 04:51:40,0
9.92,Citibank,410000,Lake Shannonfort,device_31,2025-02-18 19:12:42,1
178.09,Capital One,400000,Lake Shawnbury,device_9,2025-05-01 10:20:08,0
250.59,Wells Fargo,410000,Lake Robertstad,device_69,2025-01-13 00:28:39,0
104.92,Citibank,440000,Gonzalezburgh,device_98,2025-01-15 21:38:38,0
10.92,Chase,410000,West Kerry,device_69,2025-05-03 14:08:20,0
51.42,Chase,400000,North Stephanieborough,device_42,2025-03-02 17:18:14,0
130.54,Wells Fargo,440000,Bairdville,device_3,2025-02-22 12:50:35,0
151.33,Bank of America,430000,Blevinsmouth,device_18,2025-01-14 22:53:40,0
12.58,Citibank,410000,Johnsshire,device_17,2025-02-16 13:28:14,0
0.0,Capital One,420000,Schneiderberg,device_74,2025-03-17 13:30:31,0
124.53,Citibank,410000,Aprilton,device_59,2025-03-11 21:00:58,0
44.1,Bank of America,410000,North Robinhaven,device_21,2025-05-22 06:12:27,0
29.37,Bank of America,400000,West Angelaville,device_49,2025-01-07 06:41:56,0
1.3,Wells Fargo,430000,Kathyport,device_68,2025-04-26 00:48:52,0
77.72,Citibank,440000,Mariachester,device_70,2025-05-16 04:54:50,0
190.48,Capital One,430000,North Michaelmouth,device_83,2025-04-25 01:19:30,0
316.14,Wells Fargo,440000,East Johnshire,device_74,2025-02-21 21:00:30,0
83.41,Citibank,420000,Josephtown,device_68,2025-01-27 21:21:45,0
72.25,Chase,440000,North Andreabury,device_64,2025-01-11 01:06:09,0
8.89,Bank of America,410000,West Vickieport,device_10,2025-01-16 10:05:16,0
79.6,Wells Fargo,420000,Martinezberg,device_15,2025-03-14 15:53:17,0
47.8,Citibank,430000,Morrowview,device_49,2025-03-11 06:51:00,0
93.43,Bank of America,420000,Bryanstad,device_63,2025-02-05 07:45:34,0
49.22,Bank of America,410000,East Derrickview,device_56,2025-03-17 00:46:44,0
27.48,Chase,430000,Johnsonburgh,device_76,2025-02-16 16:32:26,0
9.98,Chase,420000,Lake Jeffrey,device_51,2025-02-11 02:05:37,0
37.82,Bank of America,410000,Marktown,device_57,2025-04-03 16:55:13,0
10.16,Citibank,430000,North Royberg,device_92,2025-05-05 00:45:05,0
19.47,Chase,430000,Haleychester,device_17,2025-03-06 16:20:51,0
436.9,Bank of America,410000,Graymouth,device_19,2025-04-03 07:57:28,0
58.72,Bank of America,420000,East Michelle,device_48,2025-05-18 23:32:28,0
75.9,Citibank,430000,Lake Jennifer,device_84,2025-03-21 06:31:05,0
206.85,Bank of America,440000,Emilyland,device_38,2025-05-09 01:57:17,0
812.865,Capital One,440000,East Cynthiaborough,device_62,2025-04-30 21:08:41,1
87.4,Citibank,400000,Scottstad,device_46,2025-04-17 05:14:39,0
167.38,Wells Fargo,440000,Blakeberg,device_3,2025-01-17 16:40:02,1
39.59,Capital One,420000,Lake Jessicashire,device_3,2025-02-19 15:59:13,1
36.49,Wells Fargo,400000,West Thomas,device_58,2025-05-03 04:11:40,0
51.53,Capital One,430000,Stacyfurt,device_45,2025-02-25 05:35:18,0
111.63,Wells Fargo,420000,East Trevor,device_7,2025-04-03 16:15:53,0
114.63,Capital One,400000,Lake Matthew,device_57,2025-03-16 11:24:00,0
37.87,Citibank,440000,West Paulport,device_5,2025-02-23 06:24:36,0
14.3,Capital One,440000,Michaelview,device_65,2025-04-07 06:46:27,0
100.07,Chase,430000,Sarahfort,device_43,2025-01-21 08:03:38,0
13.73,Citibank,420000,East Andrew,device_19,2025-02-13 03:12:09,0
86.39,Chase,400000,Lake Barbara,device_79,2025-01-15 04:37:32,0
118.23,Citibank,410000,Lake Jennifermouth,device_1,2025-02-11 00:02:35,1
120.6,Chase,430000,South Amanda,device_73,2025-04-24 17:39:32,0
140.03,Chase,430000,Port Victor,device_71,2025-03-25 13:09:46,0
206.25,Chase,400000,Morseshire,device_9,2025-02-04 12:24:36,0
69.31,Bank of America,420000,Larsonberg,device_94,2025-04-18 08:34:07,0
131.03,Bank of America,410000,Lake Phillip,device_60,2025-02-18 07:57:13,0
96.54,Chase,430000,West Victoriastad,device_15,2025-01-08 19:27:19,0
20.66,Citibank,420000,New James,device_79,2025-03-08 05:11:57,0
2.6,Wells Fargo,430000,Barnesport,device_34,2025-04-26 18:20:37,0
33.48,Capital One,420000,New Brendaborough,device_81,2025-05-21 12:24:30,0
58.53,Capital One,410000,Port Maurice,device_86,2025-04-18 21:33:24,0
96.0,Capital One,440000,Lake Nicholaston,device_88,2025-05-23 12:30:32,0
189.68,Capital One,410000,New Michelle,device_29,2025-02-22 04:32:54,0
21.85,Citibank,430000,Alexborough,device_35,2025-02-27 19:12:50,0
13.42,Capital One,420000,Masonmouth,device_64,2025-02-06 03:10:17,0
330.99,Citibank,400000,South Brenda,device_76,2025-01-14 01:00:32,0
11.43,Wells Fargo,400000,Walkerland,device_19,2025-03-13 15:28:22,0
65.1,Chase,410000,Samanthashire,device_60,2025-05-18 14:55:51,0
88.08,Bank of America,440000,Bryanbury,device_65,2025-04-20 02:08:17,0
77.95,Citibank,430000,Gibbsland,device_73,2025-05-04 10:20:16,0
9.0,Bank of America,410000,Lake Annport,device_21,2025-02-14 06:23:23,0
5.87,Bank of America,420000,South Calvinside,device_8,2025-04-26 20:07:55,0
11.15,Citibank,410000,East Stacyfurt,device_54,2025-04-13 20:21:30,0
88.09,Bank of America,420000,Phammouth,device_48,2025-04-08 00:35:05,0
78.6,Chase,430000,North Benjaminfurt,device_63,2025-01-26 05:55:40,0
26.62,Citibank,440000,West Jacobville,device_28,2025-03-05 20:43:16,0
101.55,Chase,420000,West Karen,device_32,2025-05-22 00:02:58,0
171.52,Chase,420000,East Dominiquechester,device_21,2025-02-27 20:14:37,0
4.25,Capital One,430000,West Jamie,device_11,2025-04-20 16:49:07,0
68.94,Bank of America,400000,Fishermouth,device_20,2025-01-11 06:15:21,0
116.9,Citibank,400000,Cochranborough,device_90,2025-03-22 14:13:49,0
29.08,Bank of America,400000,Collinsshire,device_61,2025-05-24 01:18:15,0
36.78,Chase,420000,East Emily,device_47,2025-02-04 08:10:24,0
95.1,Wells Fargo,440000,Romeroburgh,device_12,2025-02-17 12:16:01,1
228.21,Wells Fargo,400000,Juliebury,device_5,2025-03-27 02:21:35,0
166.03,Bank of America,400000,North Robertview,device_79,2025-01-16 07:40:37,1
87.5,Chase,430000,Tinachester,device_63,2025-03-06 17:58:19,0
131.02,Capital One,420000,Copelandbury,device_79,2025-01-21 03:55:21,0
45.39,Bank of America,440000,New Cynthiabury,device_37,2025-05-12 12:31:26,0
102.43,Citibank,440000,Lake Oliviaview,device_34,2025-01-02 06:52:15,0
62.77,Capital One,400000,New Jasminestad,device_64,2025-05-12 02:17:11,0
21.06,Wells Fargo,400000,Craigmouth,device_51,2025-01-29 20:25:24,0
120.98,Chase,430000,North Theresa,device_58,2025-01-24 06:55:36,0
81.3,Capital One,420000,Ashleyport,device_38,2025-01-13 23:17:13,0
44.41,Citibank,430000,West Mitchellshire,device_31,2025-03-03 03:23:50,0
242.29,Wells Fargo,420000,West Jasmine,device_27,2025-02-06 23:55:01,0
2.12,Chase,410000,Sharonshire,device_5,2025-01-27 12:59:09,0
37.95,Capital One,400000,Michellefurt,device_19,2025-04-08 23:38:35,0
5.86,Citibank,410000,Lawsonport,device_20,2025-03-27 15:24:53,0
145.47,Wells Fargo,420000,Port Melissa,device_89,2025-04-23 13:21:54,0
121.1,Chase,430000,Hollystad,device_56,2025-01-13 13:34:06,0
40.25,Capital One,440000,Carolstad,device_39,2025-02-16 12:49:50,0
112.6,Chase,430000,East Daniel,device_1,2025-01-21 23:29:45,1
50.41,Wells Fargo,400000,Lake Lauren,device_7,2025-04-20 17:17:04,1
141.16,Wells Fargo,430000,Andreamouth,device_24,2025-01-20 13:30:03,0
60.55,Citibank,430000,Lake Joshua,device_91,2025-04-30 12:12:05,0
53.15,Citibank,410000,Zacharyfort,device_42,2025-05-04 05:30:15,0
272.92,Citibank,420000,Port Deborahview,device_97,2025-01-09 12:03:24,0
28.89,Chase,400000,Markborough,device_22,2025-02-19 07:24:49,0
12.83,Citibank,400000,Smithmouth,device_63,2025-02-12 06:49:00,0
87.84,Wells Fargo,410000,Wendyville,device_6,2025-05-11 09:17:42,0
348.42,Chase,440000,South Alexanderstad,device_78,2025-05-08 14:36:23,0
47.46,Wells Fargo,410000,West Jacob,device_93,2025-04-09 18:51:45,0
6.4,Bank of America,400000,Myersstad,device_81,2025-02-13 03:44:18,0
41.45,Wells Fargo,440000,Lake Roberto,device_48,2025-03-16 20:03:45,0
70.51,Bank of America,430000,Howellton,device_99,2025-02-28 07:49:11,0
17.66,Capital One,410000,New Angelaville,device_28,2025-02-28 09:57:40,0
107.32,Capital One,420000,East Michelle,device_68,2025-04-24 19:54:45,0
609.66,Capital One,440000,Bartlettton,device_79,2025-03-16 13:27:59,0
60.1,Chase,430000,West Aaronborough,device_99,2025-02-19 10:40:14,0
43.81,Bank of America,430000,Natalieton,device_93,2025-01-20 03:59:50,0
51.2,Wells Fargo,440000,Thomasport,device_97,2025-04-27 06:08:56,0
12.23,Wells Fargo,420000,Christinaberg,device_3,2025-03-31 00:03:39,0
214.79,Bank of America,430000,West Crystal,device_54,2025-03-13 03:14:56,0
53.58,Capital One,440000,West Pamelatown,device_30,2025-01-10 07:55:22,0
48.98,Capital One,410000,Gonzalezport,device_58,2025-04-10 08:51:48,0
107.79,Bank of America,410000,Pamelashire,device_86,2025-01-18 18:39:08,0
58.35,Wells Fargo,430000,Fitzgeraldside,device_1,2025-05-08 01:36:17,1
104.48,Citibank,410000,Lake Carolfort,device_1,2025-03-28 20:08:54,1
6.34,Wells Fargo,440000,South Sydney,device_70,2025-03-16 13:12:55,0
168.05,Bank of America,440000,Port Anthony,device_94,2025-03-12 09:53:26,0
282.18,Wells Fargo,440000,North Ashley,device_85,2025-01-18 21:29:52,0
104.63,Capital One,410000,Port Robertstad,device_69,2025-03-01 00:40:14,0
309.15,Wells Fargo,400000,East Bethport,device_31,2025-01-26 12:12:54,0
16.42,Citibank,440000,Byrdburgh,device_93,2025-02-14 20:15:16,0
64.9,Capital One,410000,South Joshua,device_2,2025-02-05 07:01:43,0
92.08,Bank of America,420000,Davidbury,device_83,2025-02-14 16:37:29,0
87.16,Citibank,400000,Smithberg,device_13,2025-05-15 13:12:47,0
51.33,Wells Fargo,410000,Garybury,device_85,2025-02-18 18:08:11,0
41.26,Wells Fargo,430000,New Marcberg,device_21,2025-05-14 17:48:48,0
13.56,Chase,410000,Lake Joville,device_47,2025-03-24 23:44:51,0
49.72,Wells Fargo,420000,Kingfurt,device_70,2025-03-06 12:24:41,0
17.75,Bank of America,400000,Mooreton,device_20,2025-05-03 15:40:55,0
132.56,Bank of America,410000,Greenhaven,device_9,2025-05-11 01:47:26,0
23.42,Wells Fargo,410000,Katherineside,device_15,2025-05-16 16:56:51,0
6.04,Wells Fargo,400000,Lake Jamie,device_65,2025-03-10 21:01:28,0
80.38,Capital One,430000,Rochatown,device_66,2025-04-23 18:38:43,0
90.44,Capital One,420000,Davisport,device_11,2025-03-23 02:10:58,0
205.5,Bank of America,420000,Bridgesfurt,device_23,2025-02-03 22:59:09,0
86.03,Chase,440000,Williamside,device_33,2025-03-18 11:40:51,0
42.39,Capital One,400000,Port Stacey,device_9,2025-01-15 01:52:42,0
162.46,Wells Fargo,410000,New Stephenberg,device_67,2025-01-21 16:36:36,0
77.71,Capital One,410000,Owenchester,device_62,2025-02-17 04:25:06,0
8.26,Wells Fargo,400000,New Margaretburgh,device_44,2025-01-15 14:31:21,0
83.44,Citibank,400000,Port Derekstad,device_66,2025-04-13 06:23:44,0
238.62,Citibank,410000,Port Shane,device_22,2025-05-14 21:14:45,0
50.47,Citibank,440000,South Clayton,device_96,2025-05-05 16:59:52,0
35.14,Chase,430000,Thomasburgh,device_72,2025-01-16 20:57:03,0
15.49,Citibank,420000,Morrowborough,device_83,2025-03-27 06:28:01,0
16.42,Bank of America,400000,Diazmouth,device_58,2025-03-11 19:44:02,0
56.7,Capital One,420000,Joyburgh,device_3,2025-01-13 15:17:25,0
90.55,Wells Fargo,420000,Jonesview,device_54,2025-02-21 17:06:58,0
8.41,Bank of America,420000,East Bryan,device_60,2025-01-24 19:05:45,0
280.62,Bank of America,440000,Marcushaven,device_67,2025-03-24 02:51:44,0
140.7,Bank of America,440000,South James,device_18,2025-02-18 01:02:22,0
88.34,Capital One,440000,Longbury,device_93,2025-04-23 08:00:34,0
176.28,Bank of America,440000,West Codystad,device_5,2025-05-17 08:06:15,0
8.36,Wells Fargo,410000,Tabithamouth,device_40,2025-03-23 11:51:51,0
64.79,Citibank,420000,Lake Allison,device_5,2025-03-06 19:34:18,0
99.45,Bank of America,420000,Port Lori,device_86,2025-05-15 04:55:25,0
176.41,Chase,420000,West Ashleyview,device_49,2025-04-14 16:19:59,0
153.0,Wells Fargo,420000,Adamston,device_53,2025-02-27 20:13:49,0
32.44,Capital One,420000,East Nicole,device_10,2025-03-19 11:55:32,0
282.82,Wells Fargo,430000,Port Sarah,device_1,2025-04-02 19:10:59,1
13.28,Bank of America,410000,West Jacob,device_68,2025-02-22 14:57:25,0
208.05,Bank of America,420000,Clarkburgh,device_15,2025-01-26 00:52:03,0
353.84,Wells Fargo,420000,New Cynthia,device_41,2025-04-12 09:28:28,0
19.5,Chase,440000,Gardnermouth,device_28,2025-02-11 13:46:59,0
128.04,Bank of America,410000,Port Jacob,device_7,2025-05-20 16:27:57,0
4.11,Capital One,440000,Lake Wendy,device_11,2025-01-06 02:55:04,0
51.99,Capital One,440000,Everetttown,device_89,2025-04-12 12:51:14,0
72.63,Capital One,420000,North Melissamouth,device_13,2025-05-21 16:44:28,0
86.9,Bank of America,420000,North Richardchester,device_54,2025-05-02 17:26:03,0
274.79,Wells Fargo,420000,South Gregorytown,device_95,2025-05-19 21:16:52,0
111.55,Bank of America,400000,Longstad,device_76,2025-01-15 03:12:22,1
65.64,Bank of America,430000,Amandahaven,device_47,2025-02-04 21:30:08,0
165.9,Bank of America,420000,Caldwellshire,device_21,2025-05-04 17:02:13,0
300.64,Capital One,410000,South Peterville,device_11,2025-04-30 08:50:29,0
2.23,Chase,440000,Scotttown,device_90,2025-03-04 11:58:56,0
404.68,Bank of America,430000,Hollandbury,device_28,2025-03-06 15:47:13,0
9.01,Chase,410000,Martinburgh,device_95,2025-05-01 17:04:45,0
168.41,Capital One,410000,New Tarastad,device_53,2025-01-20 06:12:35,1
32.9,Wells Fargo,440000,Lopezhaven,device_94,2025-04-10 17:43:12,0
14.18,Chase,430000,South Austinfort,device_71,2025-04-10 03:56:20,0
57.96,Citibank,410000,Port Oliviamouth,device_79,2025-05-08 13:10:58,0
103.27,Chase,440000,North Robyn,device_38,2025-05-01 15:37:53,0
47.96,Citibank,440000,Sandovalburgh,device_53,2025-01-15 00:02:50,0
5.61,Wells Fargo,420000,West Julia,device_32,2025-02-11 11:18:52,0
91.49,Bank of America,430000,South Jeremy,device_33,2025-05-01 13:00:41,0
232.69,Citibank,400000,Port Sarah,device_15,2025-03-19 18:10:53,0
48.32,Chase,420000,Richardhaven,device_89,2025-03-21 20:55:01,0
24.38,Chase,440000,South Misty,device_16,2025-05-15 23:05:46,0
58.44,Chase,410000,New Scott,device_92,2025-02-28 21:02:00,1
4.96,Bank of America,400000,Jamiefort,device_88,2025-01-05 01:04:35,0
171.75,Chase,420000,West Patrickmouth,device_15,2025-04-07 12:51:17,0
175.07,Chase,400000,Andersonhaven,device_1,2025-05-04 22:23:55,1
88.67,Citibank,410000,New Nancyburgh,device_19,2025-04-25 19:57:20,0
43.56,Bank of America,420000,Victoriachester,device_42,2025-03-10 09:53:22,0
160.84,Citibank,440000,South Jennifer,device_88,2025-05-18 20:41:23,0
80.9,Chase,410000,Port Raymondstad,device_27,2025-05-11 10:55:08,0
174.83,Chase,410000,Reevesfurt,device_63,2025-05-09 04:59:04,0
99.82,Wells Fargo,430000,New Heidi,device_7,2025-05-18 01:50:32,0
153.44,Citibank,430000,Jamesshire,device_21,2025-01-01 19:18:35,0
91.27,Bank of America,430000,Donaldville,device_68,2025-04-13 04:43:07,0
53.47,Citibank,400000,Dunlapland,device_37,2025-02-20 11:30:31,0
316.88,Wells Fargo,410000,North Carol,device_55,2025-04-21 08:52:47,0
77.9,Citibank,440000,South Jacquelineville,device_9,2025-01-21 21:03:14,0
92.91,Wells Fargo,420000,Anthonyfort,device_83,2025-02-26 19:32:57,0
24.91,Chase,420000,South Kimberlyfort,device_62,2025-03-21 13:58:57,0
98.26,Wells Fargo,410000,Fowlerland,device_62,2025-05-08 23:41:25,0
84.77,Chase,400000,Sherryshire,device_100,2025-02-09 14:44:01,0
20.44,Citibank,430000,New Kaylaton,device_29,2025-02-22 01:04:33,0
6.14,Capital One,440000,West Anthony,device_83,2025-05-05 17:46:17,0
92.72,Bank of America,420000,South Jorgeberg,device_93,2025-03-25 02:36:21,0
144.26,Wells Fargo,400000,Charleneville,device_35,2025-03-30 08:43:08,0
74.11,Capital One,420000,Lisafurt,device_96,2025-02-04 10:45:05,0
25.72,Bank of America,440000,East William,device_14,2025-03-03 16:36:20,0
109.82,Wells Fargo,420000,New Lori,device_32,2025-03-15 12:04:09,0
8.35,Capital One,440000,South Justin,device_74,2025-01-01 10:09:38,0
58.31,Capital One,410000,Port Brandon,device_81,2025-01-08 08:40:44,0
17.84,Capital One,400000,North John,device_20,2025-04-11 04:08:51,0
20.39,Wells Fargo,440000,Lake Robertberg,device_54,2025-02-18 00:37:21,0
22.6,Bank of America,430000,Richardside,device_25,2025-02-28 14:55:17,0
48.89,Wells Fargo,430000,Port Michaelland,device_33,2025-01-06 07:39:56,0
5.25,Wells Fargo,440000,Rhondamouth,device_26,2025-03-23 17:57:38,0
50.72,Capital One,440000,North Marissamouth,device_73,2025-04-03 20:27:11,0
71.68,Citibank,430000,Port Roseburgh,device_80,2025-01-25 05:28:10,0
66.03,Chase,420000,New Johnstad,device_6,2025-05-09 00:17:47,0
48.25,Wells Fargo,430000,East Sean,device_98,2025-01-15 17:48:01,0
182.73,Wells Fargo,430000,West Dawnshire,device_30,2025-03-12 13:37:42,0
15.7,Capital One,400000,Millerchester,device_89,2025-01-12 23:25:27,0
70.46,Capital One,410000,East Daniel,device_30,2025-02-10 04:05:06,0
6.4,Bank of America,410000,South Davidburgh,device_60,2025-04-06 23:29:08,0
7.38,Bank of America,400000,Selenafort,device_88,2025-02-17 06:48:02,0
85.3,Capital One,430000,Ericfort,device_92,2025-04-21 02:07:40,0
83.48,Chase,410000,Shannonfort,device_48,2025-03-30 13:37:54,0
210.4,Wells Fargo,400000,New Derek,device_76,2025-05-11 21:21:17,0
81.62,Wells Fargo,440000,Port Gerald,device_58,2025-05-21 22:29:31,0
321.37,Bank of America,420000,Patricktown,device_31,2025-04-24 04:27:41,0
4.99,Bank of America,420000,East Jacob,device_77,2025-05-10 06:18:35,0
10.31,Chase,400000,Brianchester,device_61,2025-02-12 17:04:58,0
4.51,Capital One,410000,Port Veronica,device_85,2025-05-01 18:15:37,0
20.49,Bank of America,430000,Port Bradley,device_28,2025-01-07 21:03:47,0
